PID,ProductType,ProductName,Manufacturer,Part #,Color
4531,Video Card,Gigabyte GeForce GTX 1080 8 GB TURBO OC Video Card (GV-N1080TTOC-8GD),3,GV-N1080TTOC-8GD,10
4532,Video Card,MSI GeForce GTX 1080 Ti 11 GB GAMING X TRIO Video Card (GTX 1080 Ti GAMING X TRIO),1,GTX 1080 Ti GAMING X TRIO,
4533,Video Card,XFX Radeon RX 560 - 896 2 GB Video Card (RX-560D2SFG5),14,RX-560D2SFG5,8
4534,Video Card,Inno3D GeForce GTX 1650 G5 4 GB Twin X2 OC Video Card (N16502-04D5X-1510VA25),26,N16502-04D5X-1510VA25,1
4535,Video Card,MSI GeForce RTX 3060 Ti 8 GB TWIN FAN OC Video Card (RTX 3060 Ti TWIN FAN OC),1,RTX 3060 Ti TWIN FAN OC,2
4536,Video Card,Asus GeForce RTX 3080 10 GB Turbo Video Card (TURBO-RTX3080-10G),0,TURBO-RTX3080-10G,2
4537,Video Card,EVGA GeForce GTX 1070 8 GB FTW2 GAMING iCX Video Card (08G-P4-6676-KR),9,08G-P4-6676-KR,11
4538,Video Card,ASRock Radeon RX 5500 XT 8 GB Challenger D OC Video Card (RX5500XT CLD 8GO),2,"RX5500XT CLD 8GO
90-GA1LZZ-00UANF",18
4539,Video Card,Gigabyte GeForce RTX 2060 6 GB WINDFORCE OC Rev 2.0 Video Card (GV-N2060WF2OC-6GD Rev 2.0),3,GV-N2060WF2OC-6GD Rev 2.0,11
4540,Video Card,MSI GeForce GTX 980 4 GB TWIN FROZR Video Card (GTX 980 GAMING 4G),1,"GTX 980 GAMING 4G
V317-008R",8
4541,Video Card,PNY Quadro K620 2 GB Video Card (VCQK620-PB),17,VCQK620-PB,16
4542,Video Card,GALAX GeForce RTX 2070 SUPER 8 GB EX Video Card (27ISL6MDU9EX),25,27ISL6MDU9EX,1
4543,Video Card,XFX Radeon RX 5700 8 GB DD Ultra Video Card (RX-57XL8LBD6),14,RX-57XL8LBD6,1
4544,Video Card,Gigabyte Radeon HD 4550 128 MB Video Card (GV-R455HM-512I),3,GV-R455HM-512I,17
4545,Video Card,MSI GeForce GTX 960 2 GB Video Card (GTX 960 2GD5T OC),1,"GTX 960 2GD5T OC
V320-006R",3
4546,Video Card,MSI Radeon R9 390X 8 GB GAMING Video Card (R9 390X GAMING 8G),1,"R9 390X GAMING 8G
V308-040R",8
4547,Video Card,PNY GeForce GTX 1060 3GB 3 GB Video Card (VCGGTX10603PB),17,VCGGTX10603PB,1
4548,Video Card,Gigabyte GeForce GTX 1050 2 GB D5 Video Card (GV-N1050D5-2GD),3,GV-N1050D5-2GD,10
4549,Video Card,ASRock Radeon RX 570 8 GB Phantom Gaming D Video Card (PG D RADEON RX570 8G OC),2,PG D RADEON RX570 8G OC,1
4550,Video Card,Zotac GeForce RTX 2080 SUPER 8 GB GAMING Video Card (ZT-T20820F-10P),11,ZT-T20820F-10P,1
4551,Video Card,Asus GeForce RTX 2080 SUPER 8 GB Turbo EVO Video Card (TURBO-RTX2080S-8G-EVO),0,"TURBO-RTX2080S-8G-EVO
90YV0DP0-M0NM00",2
4552,Video Card,AMD Radeon Pro VII 16 GB Video Card (100-506163),22,100-506163,32
4553,Video Card,EVGA GeForce RTX 2070 8 GB XC BLACK EDITION GAMING Video Card (08G-P4-1171-KR),9,08G-P4-1171-KR,54
4554,Video Card,PNY Quadro 2000D 1 GB Video Card (VCQ2000D-PB),17,VCQ2000D-PB,16
4555,Video Card,PowerColor Radeon RX 6800 XT 16 GB Red Dragon OC Video Card (AXRX 6800XT 16GBD6-3DHR/OC),19,AXRX 6800XT 16GBD6-3DHR/OC,1
4556,Video Card,Gigabyte GeForce GTX 950 2 GB Video Card (GV-N950OC-2GD),3,GV-N950OC-2GD,1
4557,Video Card,Zotac GeForce GTX 980 Ti 6 GB AMP Extreme Video Card (ZT-90505-10P),11,ZT-90505-10P,2
4558,Video Card,Sapphire Radeon R9 Fury 4 GB NITRO Video Card (11247-03-40G),15,"11247-03-40G
100379NTOC+SR",2
4559,Video Card,EVGA GeForce GTX 1070 Ti 8 GB GAMING Video Card (08G-P4-5670-KR),9,08G-P4-5670-KR,4
4560,Video Card,Sapphire Radeon RX 570 8 GB PULSE Video Card (11266-66-20G),15,11266-66-20G,2
4561,Video Card,Zotac GeForce GTX 1660 6 GB GAMING Video Card (ZT-T16600F-10L),11,ZT-T16600F-10L,1
4562,Video Card,Asus GeForce RTX 2070 SUPER 8 GB STRIX GAMING Video Card (ROG-STRIX-RTX2070S-8G-GAMING),0,"ROG-STRIX-RTX2070S-8G-GAMING
90YV0DI2-M0NA00",1
4563,Video Card,PNY GeForce GTX 1650 G5 4 GB XLR8 Gaming Overclocked Edition Video Card (VCG16504SFPPB-O),17,VCG16504SFPPB-O,1
4564,Video Card,PNY Quadro P6000 24 GB Video Card (VCQP6000-PB),17,VCQP6000-PB,16
4565,Video Card,MSI GeForce RTX 3070 8 GB VENTUS 3X Video Card (RTX 3070 VENTUS 3X),1,"RTX 3070 VENTUS 3X
GeForce RTX 3070 VENTUS 3X",2
4566,Video Card,Gigabyte Radeon R9 270X 2 GB WINDFORCE Video Card (GV-R927XOC-2GD),3,GV-R927XOC-2GD,1
4567,Video Card,EVGA GeForce GTX 970 4 GB SSC ACX 2.0 Video Card (04G-P4-2975-KR),9,04G-P4-2975-KR,17
4568,Video Card,Sapphire Radeon R9 380X 4 GB NITRO Video Card (100383NTOCL),15,"100383NTOCL
11250-01-20G",2
4569,Video Card,XFX Radeon RX 570 4 GB RS Video Card (RX-570P4DBD6),14,RX-570P4DBD6,8
4570,Video Card,Asus Radeon RX VEGA 64 8 GB ROG STRIX Video Card (ROG-STRIX-RXVEGA64-O8G-GAMING),0,"ROG-STRIX-RXVEGA64-O8G-GAMING
90YV0B00-M0NM00",8
4571,Video Card,EVGA GeForce GTX 1070 8 GB Black Video Card (08G-P4-5171-KR),9,08G-P4-5171-KR,2
4572,Video Card,Asus GeForce RTX 2080 Ti 11 GB MATRIX Video Card (ROG-MATRIX-RTX2080TI-P11G-GAMING),0,ROG-MATRIX-RTX2080TI-P11G-GAMING,2
4573,Video Card,MSI GeForce GTX 1070 8 GB GAMING Video Card (GTX 1070 GAMING 8G),1,GTX 1070 GAMING 8G,12
4574,Video Card,Gigabyte GeForce RTX 2080 SUPER 8 GB AORUS WATERFORCE Video Card (GV-N208SAORUS W-8GC),3,GV-N208SAORUS W-8GC,1
4575,Video Card,Palit GeForce GTX 1650 G5 4 GB KalmX Video Card (NE5165001BG1-1170H),21,NE5165001BG1-1170H,31
4576,Video Card,Asus Radeon RX VEGA 56 8 GB ROG STRIX Video Card (ROG-STRIX-RXVEGA56-O8G-GAMING),0,ROG-STRIX-RXVEGA56-O8G-GAMING,
4577,Video Card,AMD Vega Frontier Edition Liquid 16 GB Video Card (100-506062),22,"100-506062
100-5056062",61
4578,Video Card,MSI Radeon RX 5700 XT 8 GB EVOKE OC Video Card (Radeon RX 5700 XT EVOKE OC),1,"Radeon RX 5700 XT EVOKE OC
RX 5700 XT EVOKE OC
R5700XTEVC
V381-001R",62
4579,Video Card,Palit GeForce RTX 3060 12 GB Dual OC Video Card (NE63060T19K9-190AD),21,NE63060T19K9-190AD,1
4580,Video Card,Gigabyte Radeon RX 5500 XT 4 GB GAMING OC Video Card (GV-R55XTGAMING OC-4GD),3,GV-R55XTGAMING OC-4GD,11
4581,Video Card,GALAX GeForce GTX 1660 SUPER 6 GB EX Video Card (60SRL7DS03ES),25,60SRL7DS03ES,1
4582,Video Card,EVGA GeForce GTX 660 Ti 2 GB Video Card (02G-P4-3660-KR),9,02G-P4-3660-KR,2
4583,Video Card,Asus GeForce GTX 950 2 GB Video Card (STRIX-GTX950-DC2OC-2GD5-GAMING),0,"STRIX-GTX950-DC2OC-2GD5-GAMING
90YV08V0-M0NA00",8
4584,Video Card,Asus GeForce GTX 980 4 GB Video Card (STRIX-GTX980-DC2-4GD5),0,"STRIX-GTX980-DC2-4GD5
90YV07D1-M0NA00",8
4585,Video Card,MSI Radeon RX 470 4 GB ARMOR OC Video Card (RADEON RX 470 ARMOR 4G OC),1,RADEON RX 470 ARMOR 4G OC,3
4586,Video Card,MSI GeForce GTX 1080 8 GB DUKE OC Video Card (GTX 1080 DUKE 8G OC),1,GTX 1080 DUKE 8G OC,47
4587,Video Card,MSI GeForce RTX 2060 6 GB VENTUS Video Card (RTX 2060 VENTUS 6G),1,"RTX 2060 VENTUS 6G
GeForce RTX 2060 VENTUS 6G",2
4588,Video Card,Asus GeForce GTX 1660 SUPER 6 GB STRIX GAMING Video Card (ROG-STRIX-GTX1660S-6G-GAMING),0,ROG-STRIX-GTX1660S-6G-GAMING,2
4589,Video Card,Palit GeForce RTX 3090 24 GB GamingPro Video Card (NED3090019SB-132BA),21,NED3090019SB-132BA,2
4590,Video Card,PNY GeForce RTX 3090 24 GB XLR8 Gaming EPIC-X RGB Video Card (VCG309024TFXPPB),17,VCG309024TFXPPB,1
4591,Video Card,Zotac GeForce RTX 2060 SUPER 8 GB AMP Video Card (ZT-T20610D-10P),11,ZT-T20610D-10P,1
4592,Video Card,EVGA GeForce GTX 560 Ti 2 GB Video Card (02G-P3-1568-KR),9,02G-P3-1568-KR,18
4593,Video Card,MSI GeForce GTX 970 4 GB GAMING 100ME Video Card (GTX 970 GAMING 100ME),1,"GTX 970 GAMING 100ME
GTX 970 100 ME",16
4594,Video Card,NVIDIA GeForce GTX Titan X 12 GB Video Card (900-1G600-2500-00),16,900-1G600-2500-00,2
4595,Video Card,EVGA GeForce GTX 1080 Ti 11 GB Founders Edition Video Card (11G-P4-6390-KR),9,11G-P4-6390-KR,2
4596,Video Card,PNY GeForce GTX 1660 SUPER 6 GB Dual Video Card (VCG16606SDFPPB),17,VCG16606SDFPPB,1
4597,Video Card,KFA2 GeForce RTX 3080 10 GB SG Video Card (38NWM3MD99NK),27,38NWM3MD99NK,1
4598,Video Card,Gigabyte GeForce GT 730 2 GB Video Card (GV-N730D5-2GI REV2.0),3,GV-N730D5-2GI REV2.0,17
4599,Video Card,Zotac GeForce GTX 1650 G6 4 GB GAMING Low Profile Video Card (ZT-T16520H-10L),11,ZT-T16520H-10L,1
4600,Video Card,Sapphire Radeon HD 7850 2 GB Video Card (11200-14-20G),15,11200-14-20G,16
4601,Video Card,EVGA GeForce GTX Titan X 12 GB Superclocked Video Card (12G-P4-2992-KR),9,12G-P4-2992-KR,2
4602,Video Card,EVGA GeForce GTX 1080 Ti 11 GB SC2 HYBRID GAMING Video Card (11G-P4-6598-KR),9,11G-P4-6598-KR,2
4603,Video Card,Gigabyte GeForce GTX 1070 Ti 8 GB WINDFORCE Video Card (GV-N107TWF2-8GD),3,GV-N107TWF2-8GD,10
4604,Video Card,MSI Radeon VII 16 GB Video Card (Radeon VII 16G),1,Radeon VII 16G,31
4605,Video Card,GALAX GeForce RTX 3080 Ti 12 GB EXG White (1-Click OC) Video Card (38IOM5MD2GBB),25,38IOM5MD2GBB,13
4606,Video Card,VisionTek Radeon R7 370 2 GB Video Card (900807),20,900807,2
4607,Video Card,AMD Radeon Pro WX 9100 16 GB Video Card (100-505957),22,100-505957,35
4608,Video Card,Zotac GeForce RTX 2060 6 GB GAMING Video Card (ZT-T20600F-10M),11,ZT-T20600F-10M,4
4609,Video Card,PNY Quadro FX 1800 768 MB Video Card (VCQFX1800-PCIE-PB),17,VCQFX1800-PCIE-PB,16
4610,Video Card,Asus GeForce RTX 2060 SUPER 8 GB Turbo EVO Video Card (TURBO-RTX2060S-8G-EVO),0,"TURBO-RTX2060S-8G-EVO
90YV0DF1-M0NA00",1
4611,Video Card,MSI GeForce GTX 1060 6GB 6 GB AERO ITX OC Video Card (GTX 1060 AERO ITX 6G OC),1,"GTX 1060 AERO ITX 6G OC
V328-086R",3
4612,Video Card,EVGA GeForce GTX 1080 Ti 11 GB FTW3 ELITE GAMING Video Card (11G-P4-6797-K2),9,11G-P4-6797-K2,1
4613,Video Card,Zotac GeForce RTX 2080 Ti 11 GB GAMING AMP Video Card (ZT-T20810D-10P),11,ZT-T20810D-10P,1
4614,Video Card,Palit GeForce RTX 2060 6 GB GamingPro Video Card (NE62060018J9-1062A),21,NE62060018J9-1062A,1
4615,Video Card,Yeston Radeon RX 550 - 640 4 GB LP D5 Video Card (KTZ0912877567881JD),30,KTZ0912877567881JD,63
4616,Video Card,Gigabyte Radeon RX 6800 16 GB Video Card (GV-R68-16GC-B),3,GV-R68-16GC-B,2
4617,Video Card,MSI GeForce RTX 3080 10 GB SUPRIM Video Card (RTX 3080 SUPRIM 10G),1,RTX 3080 SUPRIM 10G,2
4618,Video Card,Gigabyte GeForce RTX 2080 Ti 11 GB GAMING OC Video Card (GV-N208TGAMING OC-11GC),3,GV-N208TGAMING OC-11GC,
4619,Video Card,Gigabyte GeForce GTX 760 2 GB WINDFORCE Video Card (GV-N760OC-2GD REV2.0),3,GV-N760OC-2GD REV2.0,1
4620,Video Card,Gigabyte GeForce GTX 980 Ti 6 GB Video Card (GV-N98TG1 GAMING-6GD),3,GV-N98TG1 GAMING-6GD,2
4621,Video Card,XFX Radeon RX 480 8 GB GTR Video Card (RX-480P8DBA6),14,RX-480P8DBA6,1
4622,Video Card,EVGA GeForce GTX 1050 2 GB SC GAMING Video Card (02G-P4-6152-KR),9,02G-P4-6152-KR,1
4623,Video Card,Gigabyte GeForce RTX 2070 8 GB GAMING 8G Video Card (GV-N2070GAMING-8GC),3,GV-N2070GAMING-8GC,2
4624,Video Card,EVGA GeForce GTX 1080 8 GB SC GAMING Video Card (08G-P4-5186-KR),9,08G-P4-5186-KR,2
4625,Video Card,Asus GeForce RTX 2060 6 GB STRIX GAMING Advanced Video Card (ROG-STRIX-RTX2060-A6G-GAMING),0,"ROG-STRIX-RTX2060-A6G-GAMING
90YV0CI1-M0NA00
ROG-STRIX-RTX2060-A6G-GAM",
4626,Video Card,XFX Radeon VII 16 GB Video Card (RX-VEGMA3FD6),14,RX-VEGMA3FD6,31
4627,Video Card,PNY Quadro 6000 6 GB Video Card (VCQ6000-PB),17,VCQ6000-PB,2
4628,Video Card,Asus Radeon RX 6800 16 GB Video Card (RX6800-16G),0,RX6800-16G,32
4629,Video Card,EVGA GeForce GTX 770 2 GB Dual Superclocked ACX Video Card (02G-P4-2776-KR),9,02G-P4-2776-KR,0
4630,Video Card,EVGA GeForce GTX 760 2 GB ACX Video Card (02G-P4-2763-KR),9,02G-P4-2763-KR,2
4631,Video Card,MSI Radeon R9 290 4 GB Video Card (R9 290 4GD5),1,R9 290 4GD5,8
4632,Video Card,EVGA GeForce GTX 960 2 GB Superclocked Video Card (02G-P4-2962-KR),9,02G-P4-2962-KR,2
4633,Video Card,Gigabyte GeForce GTX 960 4 GB Video Card (GV-N960OC-4GD),3,GV-N960OC-4GD,17
4634,Video Card,Asus Radeon RX 470 4 GB STRIX Video Card (ROG STRIX-RX470-O4G-GAMING),0,"ROG STRIX-RX470-O4G-GAMING
STRIX-RX470-O4G-GAMING",1
4635,Video Card,MSI Radeon RX 580 4 GB ARMOR Video Card (RX 580 ARMOR 4G),1,RX 580 ARMOR 4G,3
4636,Video Card,MSI GeForce GTX 1080 Ti 11 GB AERO Video Card (GTX 1080 TI AERO 11G OC),1,"GTX 1080 TI AERO 11G OC
V360-007R",16
4637,Video Card,MSI GeForce GTX 1070 Ti 8 GB AERO Video Card (GTX 1070 Ti AERO 8G),1,GTX 1070 Ti AERO 8G,3
4638,Video Card,MSI GeForce RTX 2060 SUPER 8 GB VENTUS Video Card (RTX 2060 SUPER VENTUS),1,"RTX 2060 SUPER VENTUS
GeForce RTX 2060 SUPER VENTUS",2
4639,Video Card,EVGA GeForce RTX 2070 SUPER 8 GB GAMING Video Card (08G-P4-3070-KR),9,08G-P4-3070-KR,43
4640,Video Card,Sapphire Radeon RX 5500 XT 4 GB PULSE Video Card (11295-03-20G),15,"11295-03-20G
100418P4GL",1
4641,Video Card,XFX Radeon RX 580 8 GB GTS Video Card (RX-580P828D6),14,RX-580P828D6,8
4642,Video Card,Gigabyte Radeon RX 6700 XT 12 GB Video Card (GV-R67XT-12GD-B),3,GV-R67XT-12GD-B,2
4643,Video Card,PowerColor Radeon HD 5450 512 MB Video Card (AX5450 512MK3-SH),19,AX5450 512MK3-SH,8
4644,Video Card,Gigabyte GeForce RTX 3090 24 GB EAGLE Video Card (GV-N3090EAGLE-24GD),3,GV-N3090EAGLE-24GD,1
4645,Video Card,Gigabyte GeForce GTX 1650 G5 4 GB GAMING OC Video Card (GV-N1650GAMING OC-4GD),3,GV-N1650GAMING OC-4GD,2
4646,Video Card,Palit GeForce GTX 1060 6GB 6 GB Dual Video Card (NE51060015J9-1060D),21,"NE51060015J9-1060D
NE51060015J9-1061D
NE51060015J9D",1
4647,Video Card,Gigabyte GeForce GTX 1060 6GB 6 GB AORUS XTREME Video Card (GV-N1060AORUS X-6GD),3,GV-N1060AORUS X-6GD,10
4648,Video Card,MSI GeForce RTX 3060 Ti 8 GB GAMING TRIO Video Card (RTX 3060 Ti GAMING TRIO),1,RTX 3060 Ti GAMING TRIO,2
4649,Video Card,PowerColor Radeon RX 6700 XT 12 GB Video Card (AXRX 6700XT 12GBD6-M3DH),19,AXRX 6700XT 12GBD6-M3DH,4
4650,Video Card,PowerColor Radeon RX 580 8 GB Video Card (AXRX 580 8GBD5-3DHDV2/OC),19,AXRX 580 8GBD5-3DHDV2/OC,1
4651,Video Card,MSI GeForce GTX 1660 Ti 6 GB ARMOR Video Card (GTX 1660 Ti ARMOR 6G),1,"GTX 1660 Ti ARMOR 6G
GEFORCE GTX 1660 Ti ARMOR 6G",3
4652,Video Card,HP Quadro K600 1 GB Video Card (C2J92AA),28,C2J92AA,16
4653,Video Card,Gigabyte GeForce GTX 1050 2 GB OC Low Profile Video Card (GV-N1050OC-2GL),3,GV-N1050OC-2GL,1
4654,Video Card,Gigabyte GeForce GTX 770 2 GB WINDFORCE Video Card (GV-N770OC-2GD),3,GV-N770OC-2GD,1
4655,Video Card,Sapphire Radeon R9 270 2 GB Dual-X Video Card (100365L),15,100365L,2
4656,Video Card,Asus GeForce GTX 1050 2 GB ROG STRIX Video Card (STRIX-GTX1050-O2G-GAMING),0,STRIX-GTX1050-O2G-GAMING,1
4657,Video Card,EVGA GeForce RTX 2080 Ti 11 GB XC GAMING Video Card (11G-P4-2382-KR),9,11G-P4-2382-KR,54
4658,Video Card,Asus GeForce GTX 1050 Ti 4 GB Video Card (GTX1050TI-O4G-LP-BRK),0,GTX1050TI-O4G-LP-BRK,
4659,Video Card,Asus GeForce GTX 1060 6GB 6 GB Expedition Video Card (EX-GTX1060-O6G),0,"EX-GTX1060-O6G
90YV0A28-M0NA00",8
4660,Video Card,Palit GeForce GTX 1650 G5 4 GB StormX OC Video Card (NE51650S06G1-1170F),21,NE51650S06G1-1170F,1
4661,Video Card,Sapphire Radeon RX 470 4 GB Video Card (11256-00),15,"11256-00
100407-4GOCL
11256-00-20G",1
4662,Video Card,AMD FirePro W4100 2 GB Video Card (100-505817),22,100-505817,8
4663,Video Card,PNY Quadro K1200 4 GB Video Card (VCQK1200DP-PB),17,VCQK1200DP-PB,16
4664,Video Card,MSI GeForce GT 620 1 GB Video Card (N620GT-MD1GD3/LP),1,N620GT-MD1GD3/LP,8
4665,Video Card,Gigabyte GeForce GTX 760 4 GB WINDFORCE Video Card (GV-N760OC-4GD REV2.0),3,GV-N760OC-4GD REV2.0,2
4666,Video Card,Asus Radeon R9 270X 2 GB DirectCU II Video Card (R9270X-DC2T-2GD5),0,R9270X-DC2T-2GD5,8
4667,Video Card,Gigabyte GeForce GTX 750 2 GB Video Card (GV-N750OC-2GI),3,GV-N750OC-2GI,2
4668,Video Card,PNY GeForce GTX 970 4 GB Video Card (VCGGTX9704R2XPB),17,VCGGTX9704R2XPB,1
4669,Video Card,Asus GeForce GTX 950 75W 2 GB Video Card (GTX950-2G),0,GTX950-2G,38
4670,Video Card,Gigabyte GeForce RTX 2080 Ti 11 GB WINDFORCE OC Video Card (GV-N208TWF3OC-11GC),3,GV-N208TWF3OC-11GC,1
4671,Video Card,MSI GeForce GTX 1660 6 GB ARMOR OC Video Card (GTX 1660 ARMOR 6G OC),1,"GTX 1660 ARMOR 6G OC
G1660AR6C
GEFORCE GTX 1660 ARMOR 6G OC
912-V379-010",3
4672,Video Card,MSI GeForce RTX 2060 SUPER 8 GB ARMOR OC Video Card (RTX 2060 SUPER ARMOR OC),1,"RTX 2060 SUPER ARMOR OC
GeForce RTX 2060 SUPER ARMOR OC",3
4673,Video Card,Gigabyte Radeon RX 560 - 1024 4 GB OC Video Card (GV-RX560OC-4GD Rev 3.0),3,GV-RX560OC-4GD Rev 3.0,10
4674,Video Card,GALAX GeForce RTX 3060 Ti 8 GB EX White (1-Click OC) Video Card (36ISL6MD1XHH),25,36ISL6MD1XHH,29
4675,Video Card,Asus GeForce RTX 3070 LHR 8 GB Noctua Video Card (RTX3070-8G-NOCTUA),0,RTX3070-8G-NOCTUA,5
4676,Video Card,VisionTek Radeon HD 7750 1 GB Video Card (900574),20,900574,8
4677,Video Card,Sapphire Radeon RX 6800 16 GB Video Card (21305-01-20G),15,21305-01-20G,2
4678,Video Card,EVGA GeForce RTX 2070 SUPER 8 GB XC ULTRA+ Video Card (08G-P4-3175-KR),9,08G-P4-3175-KR,1
4679,Video Card,Sapphire Radeon RX 570 4 GB PULSE ITX Video Card (11266-06-20G),15,"11266-06-20G
100412P4GML",1
4680,Video Card,Gigabyte GeForce GTX 1080 Ti 11 GB AORUS WATERFORCE Video Card (GV-N108TAORUSX W-11GD),3,GV-N108TAORUSX W-11GD,10
4681,Video Card,Gigabyte GeForce RTX 2060 6 GB GAMING OC Video Card (GV-N2060GAMING OC-6GD),3,GV-N2060GAMING OC-6GD,1
4682,Video Card,GALAX GeForce GTX 1650 G5 4 GB EX Video Card (65SQH8DS08EX),25,65SQH8DS08EX,1
4683,Video Card,Sapphire Radeon RX 5700 8 GB PULSE Video Card (11294-01-20G),15,"11294-01-20G
100417P8GL",8
4684,Video Card,Gigabyte GeForce GTX 1650 G6 4 GB WINDFORCE Video Card (GV-N1656WF2-4GD),3,GV-N1656WF2-4GD,1
4685,Video Card,EVGA GeForce GTX 680 2 GB Video Card (02G-P4-2682-KR),9,02G-P4-2682-KR,1
4686,Video Card,MSI Radeon R7 250 2 GB Video Card (R7 250 2GD3 OC),1,R7 250 2GD3 OC,17
4687,Video Card,Sapphire Radeon R9 290X 4 GB Tri-X Video Card (100361-4L),15,100361-4L,10
4688,Video Card,Palit GeForce GTX 1060 6GB 6 GB Super JetStream Video Card (NE51060S15J9-1060J),21,"NE51060S15J9-1060J
NE51060S15J9J",2
4689,Video Card,Asus GeForce GTX 1060 6GB 6 GB ROG STRIX Video Card (STRIX-GTX1060-6G-GAMING),0,"STRIX-GTX1060-6G-GAMING
ROG STRIX-GTX1060-6G-GAMING
90YV09Q1-M0NA00",1
4690,Video Card,Gigabyte GeForce GTX 1080 Ti 11 GB Video Card (GV-N108TGAMINGOC BLACK-11GD),3,GV-N108TGAMINGOC BLACK-11GD,1
4691,Video Card,NVIDIA Quadro M5000 8 GB Video Card (VCQM5000-PB),16,VCQM5000-PB,16
4692,Video Card,Sapphire Radeon RX VEGA 56 8 GB PULSE Video Card (11276-02-40G),15,"11276-02-40G
100420PSR",8
4693,Video Card,Asus GeForce RTX 2080 8 GB STRIX GAMING Video Card (ROG-STRIX-RTX2080-8G-GAMING),0,ROG-STRIX-RTX2080-8G-GAMING,1
4694,Video Card,MSI Radeon RX 5700 8 GB GAMING X Video Card (Radeon RX 5700 GAMING X),1,"Radeon RX 5700 GAMING X
RX 5700 GAMING X
V381-031R",2
4695,Video Card,MSI GeForce RTX 2070 SUPER 8 GB ARMOR OC Video Card (RTX 2070 Super Armor OC),1,RTX 2070 Super Armor OC,3
4696,Video Card,MSI GeForce RTX 3060 Ti 8 GB VENTUS 3X Video Card (RTX 3060 Ti VENTUS 3X),1,RTX 3060 Ti VENTUS 3X,2
4697,Video Card,Palit GeForce RTX 3080 Ti 12 GB GameRock Video Card (NED308T019KB-1020G),21,NED308T019KB-1020G,31
4698,Video Card,PNY Quadro P5000 16 GB Video Card (VCQP5000-PB),17,VCQP5000-PB,16
4699,Video Card,PNY Quadro K2000 2 GB Video Card (VCQK2000-PB),17,VCQK2000-PB,16
4700,Video Card,XFX Radeon R9 280X 3 GB DD Video Card (r9-280x-tdbd),14,r9-280x-tdbd,2
4701,Video Card,Sapphire Radeon R9 280 3 GB Dual-X Video Card (100373L),15,100373L,2
4702,Video Card,EVGA GeForce GTX 950 2 GB FTW ACX 2.0 Video Card (02G-P4-2958-KR),9,02G-P4-2958-KR,1
4703,Video Card,Asus GeForce RTX 2080 Ti 11 GB STRIX GAMING Video Card (ROG-STRIX-RTX2080TI-11G-GAMING),0,"ROG-STRIX-RTX2080TI-11G-GAMING
ROG-STRIX-RTX2080TI-11G-G",1
4704,Video Card,ASRock Radeon RX 580 8 GB Phantom Gaming X Video Card (PHANTOM GXR RX580 8G OC),2,"PHANTOM GXR RX580 8G OC
PHANTOM X RX580 8G OC",2
4705,Video Card,MSI GeForce RTX 2080 SUPER 8 GB GAMING TRIO Video Card (RTX 2080 SUPER GAMING TRIO),1,RTX 2080 SUPER GAMING TRIO,4
4706,Video Card,XFX Radeon R9 380 4 GB DD Video Card (R9380P4DF5),14,"R9380P4DF5
R9-380P-4DF5",2
4707,Video Card,PowerColor Radeon RX 6800 XT 16 GB Red Devil Limited Edition Video Card (AXRX 6800XT 16GBD6-2DHCE/OC),19,AXRX 6800XT 16GBD6-2DHCE/OC,8
4708,Video Card,EVGA GeForce GTX 580 3 GB Video Card (03G-P3-1584-AR),9,03G-P3-1584-AR,16
4709,Video Card,Palit GeForce GTX 970 4 GB JetStream Video Card (NE5X970H14G2-2041J),21,NE5X970H14G2-2041J,0
4710,Video Card,Gigabyte GeForce GTX 750 Ti 4 GB Video Card (GV-N75TWF2OC-4GI),3,GV-N75TWF2OC-4GI,17
4711,Video Card,MSI Radeon RX 470 8 GB GAMING X Video Card (Radeon RX 470 GAMING X 8G),1,"Radeon RX 470 GAMING X 8G
Radeon™ RX 470 GAMING X 8G",8
4712,Video Card,XFX Radeon RX 560 - 896 4 GB Video Card (RX-560D4SFGR),14,RX-560D4SFGR,8
4713,Video Card,MSI GeForce RTX 2080 8 GB VENTUS Video Card (GeForce RTX 2080 VENTUS 8G),1,"GeForce RTX 2080 VENTUS 8G
RTX 2080 VENTUS 8G",4
4714,Video Card,Gigabyte GeForce RTX 2060 6 GB MINI ITX OC Video Card (GV-N2060IXOC-6GD),3,GV-N2060IXOC-6GD,1
4715,Video Card,Zotac GeForce RTX 2070 8 GB GAMING OC MINI Video Card (ZT-T20700F-10P),11,ZT-T20700F-10P,2
4716,Video Card,Gigabyte GeForce GTX 1070 8 GB WINDFORCE 3X Video Card (GV-N1070WF3-8GD),3,GV-N1070WF3-8GD,1
4717,Video Card,PowerColor Radeon RX 5600 XT 6 GB Video Card (AXRX 5600XT 6GBD6-3DH/OC),19,AXRX 5600XT 6GBD6-3DH/OC,1
4718,Video Card,Palit GeForce GTX 1660 6 GB StormX Video Card (NE51660018J9-165F),21,NE51660018J9-165F,1
4719,Video Card,AMD FirePro W5000 2 GB Video Card (100-505838),22,100-505838,8
4720,Video Card,AMD FirePro W7100 8 GB Video Card (100-505724),22,100-505724,8
4721,Video Card,Gigabyte GeForce RTX 2080 8 GB WINDFORCE Video Card (GV-N2080WF3-8GC),3,GV-N2080WF3-8GC,1
4722,Video Card,EVGA GeForce GTX 780 Ti 3 GB K|NGP|N Video Card (03G-P4-3888-KR),9,03G-P4-3888-KR,2
