PID,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,SSD NAND Flash Type,Hybrid SSD Cache,SSD Controller,Power Loss Protection
18741,1000,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18742,1000,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18743,500,0.6,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18744,240,0.196,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18745,2000,0.136,7200RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
18746,960,0.531,SSD,,M.2-2280,M.2 (M),Y,,,,
18747,500,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18748,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
18749,64,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
18750,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
18751,80,,7200RPM,2,"3.5""",SATA 3 Gb/s,N,,,,
18752,500,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18753,100,,SSD,,"2.5""",SATA 6 Gb/s,N,eMLC,,Sandforce SF-2582,Y
18754,480,,SSD,,PCI-E,PCIe x4,N,,,,
18755,400,,SSD,,PCI-E,PCIe x4,N,,,,
18756,5000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18757,8000,,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18758,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18759,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18760,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18761,32,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18762,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18763,120,0.193,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18764,240,0.333,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18765,6000,0.042,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18766,1000,0.449,SSD,,"2.5""",U.2 (SFF-8639),Y,,,,
18767,512,0.141,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18768,32,1.199,SSD,,M.2-2260,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18769,2000,0.15,7200RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
18770,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18771,240,1.246,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Intel PC29AS21CA,
18772,6000,0.091,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18773,6000,0.028,5900RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18774,8000,0.039,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18775,256,0.234,SSD,,M.2-2280,M.2 (M),Y,,,,
18776,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18777,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18778,240,0.562,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,LAMD LM87800,
18779,500,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18780,1000,0.91,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18781,960,0.156,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18782,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18783,2000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18784,160,0.5,5400RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18785,64,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
18786,256,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,JMicron JMF618,
18787,60,1.425,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18788,500,0.11,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18789,360,0.831,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
18790,250,0.367,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18791,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,JMicron JMF661,
18792,2000,,Hybrid,64,"3.5""",SATA 6 Gb/s,N,,8000 MB,,
18793,240,,SSD,,M.2-2280,M.2 (B+M),N,MLC,,Marvell 9174,Y
18794,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18795,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18796,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18797,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18798,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18799,275,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18800,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18801,8000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18802,1600,0.894,SSD,,PCI-E,PCIe x4,Y,,,,
18803,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18804,250,0.275,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18805,600,0.46,10000RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18806,128,0.498,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18807,480,0.146,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18808,128,1.389,SSD,,M.2-2280,M.2 (B+M),N,MLC (synchronous),,Marvell 9189,Y
18809,2000,0.061,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18810,120,1.858,SSD,32,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Phison,
18811,1000,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18812,128,0.498,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Transcend TS6500,
18813,2000,,5400RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
18814,512,0.164,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18815,1000,,SSD,,mSATA,mSATA,N,,,,
18816,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18817,160,0.175,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18818,160,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18819,250,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18820,240,2.97,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18821,1000,0.085,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18822,1000,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18823,320,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18824,1000,0.05,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18825,100,1.85,SSD,,"2.5""",SATA 6 Gb/s,N,HET MLC,,Intel PC29AS21CA,Y
18826,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9175,
18827,4000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18828,1000,,Hybrid,,"2.5""",SATA 6 Gb/s,N,,122880 MB,,
18829,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Indilinx Barefoot 3,
18830,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18831,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18832,2050,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18833,8000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18834,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
18835,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18836,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18837,480,0.125,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18838,256,0.254,SSD,,M.2-2280,M.2 (M),Y,,,,
18839,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18840,2000,0.061,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18841,1920,0.183,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18842,256,0.719,SSD,,M.2-2280,M.2 (M),Y,,,,
18843,14000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18844,16000,0.025,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18845,256,0.188,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18846,960,0.318,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18847,1000,0.126,SSD,,M.2-2280,M.2 (M),Y,,,,
18848,1000,0.077,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18849,750,0.051,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18850,250,0.22,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18851,250,0.2,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18852,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18853,512,1.8,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
18854,4000,0.037,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18855,3000,0.031,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18856,1920,0.135,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18857,512,0.352,SSD,,M.2-2280,M.2 (B+M),N,,,,
18858,960,0.237,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18859,3840,0.313,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18860,80,1.238,5400RPM,8,"2.5""",SATA 1.5 Gb/s,N,,,,
18861,320,0.106,5900RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18862,512,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Toshiba T6UG1XBG,
18863,16,,SSD,,"2.5""",SATA 1.5 Gb/s,N,SLC,,N/A,
18864,60,2.5,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
18865,640,0.125,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18866,250,,5400RPM,8,"2.5""",SATA 1.5 Gb/s,N,,,,
18867,1000,,5900RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18868,1500,0.085,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18869,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18870,220,,SSD,,PCI-E,PCIe x4,N,MLC,,Sandforce SF-1222,
18871,800,0.594,SSD,,"2.5""",SATA 6 Gb/s,N,HET MLC,,Intel PC29AS21CA,Y
18872,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9187,Y
18873,750,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18874,240,0.482,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
18875,512,0.572,SSD,,M.2-2280,M.2 (B+M),N,,,,
18876,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18877,500,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18878,4000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18879,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18880,128,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18881,500,0.126,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18882,1000,,SSD,,PCI-E,PCIe x4,Y,MLC,,,
18883,256,,SSD,,PCI-E,PCIe x1,N,,,,
18884,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18885,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18886,256,0.332,SSD,,M.2-2280,M.2 (B+M),N,,,,
18887,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18888,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18889,1000,,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18890,128,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18891,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18892,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18893,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18894,4000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18895,2000,0.11,SSD,,M.2-2280,M.2 (M),Y,,,,
18896,1000,0.35,SSD,,PCI-E,PCIe x2,Y,,,,
18897,1600,0.916,SSD,,PCI-E,PCIe x4,Y,,,,
18898,500,,5400RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18899,960,0.104,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18900,300,,10000RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18901,500,0.076,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18902,500,0.16,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18903,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9175,
18904,1000,0.125,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18905,2000,0.075,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18906,2000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18907,256,0.574,SSD,,M.2-2280,M.2 (M),Y,,,,
18908,1000,0.058,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18909,500,0.081,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18910,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18911,120,1.208,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
18912,120,0.958,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Varies,
18913,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
18914,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18915,20,,SSD,,"2.5""",SATA 3 Gb/s,N,SLC,,Intel PC29AS21BA0,
18916,320,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18917,320,0.075,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18918,128,0.585,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,JMicron JMF661,
18919,960,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9187,Y
18920,4000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18921,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,LAMD LM87800,
18922,500,0.204,7200RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
18923,2000,,7200RPM,64,"3.5""",SAS 6 Gb/s,N,,,,
18924,1000,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18925,1000,,7200RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
18926,8000,,5900RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18927,512,,SSD,256,PCI-E,PCIe x2,N,,,,
18928,400,0.898,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18929,1000,0.547,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18930,5000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18931,2000,,5700RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18932,480,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Silicon Motion SM2256KX,
18933,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18934,180,0.567,SSD,,M.2-2280,M.2 (B+M),N,,,,
18935,128,,SSD,,"2.5""",SATA 6 Gb/s,N,,,PHISON PS3110,
18936,256,0.23,SSD,,"2.5""",SATA 6 Gb/s,N,,,PHISON PS3110,
18937,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18938,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18939,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18940,120,0.952,SSD,,"2.5""",SATA 6 Gb/s,N,,,Samsung MAX,
18941,120,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18942,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18943,480,0.204,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18944,1000,,7200RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
18945,256,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18946,480,0.271,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18947,128,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18948,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18949,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18950,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
18951,6000,0.028,7200RPM,128,"3.5""",SAS 12 Gb/s,N,,,,
18952,12000,0.025,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18953,600,0.301,15000RPM,256,"2.5""",SAS 12 Gb/s,N,,,,
18954,1000,0.048,7200RPM,64,"2.5""",SATA 6 Gb/s,N,,,,
18955,750,0.08,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18956,6000,0.028,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18957,500,0.138,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18958,500,0.073,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18959,240,0.871,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18960,120,4.375,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18961,4000,0.035,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18962,512,0.197,SSD,,M.2-2280,M.2 (M),Y,,,,
18963,240,0.142,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18964,250,0.156,SSD,,M.2-2280,M.2 (M),Y,,,,
18965,150,1.45,10000RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18966,1000,0.248,5900RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18967,40,1.5,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
18968,250,0.116,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18969,8000,0.041,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18970,4000,0.055,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18971,500,0.242,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18972,1000,0.177,7200RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
18973,900,,15000RPM,256,"2.5""",SAS 12 Gb/s,N,,,,
18974,500,0.318,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18975,500,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18976,320,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18977,320,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18978,1500,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18979,320,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18980,1500,0.083,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18981,750,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18982,120,1.578,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18983,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18984,750,0.083,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18985,120,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
18986,150,,10000RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18987,128,0.742,SSD,256,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
18988,128,,SSD,256,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9187,
18989,1000,0.085,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18990,256,,SSD,256,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MDX,
18991,2000,,7200RPM,64,"3.5""",SAS 6 Gb/s,N,,,,
18992,4000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18993,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9189,Y
18994,128,0.794,SSD,,M.2-2242,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18995,180,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Sandforce SF-2281,
18996,1000,0.128,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18997,1000,0.239,7200RPM,,"2.5""",SAS 3 Gb/s,N,,,,
18998,240,0.458,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18999,480,,SSD,512,M.2-2280,M.2 (B+M),N,,,,
19000,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19001,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19002,1000,,SSD,1024,M.2-2280,M.2 (M),Y,,,,
19003,240,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19004,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19005,512,,SSD,,PCI-E,PCIe x4,Y,MLC,,,
19006,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19007,8000,0.041,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19008,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
19009,960,,SSD,,M.2-2280,M.2 (M),Y,,,,
19010,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19011,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19012,250,0.4,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19013,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19014,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
19015,240,,SSD,,M.2-2280,M.2 (M),Y,,,,
19016,1920,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19017,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19018,240,0.158,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19019,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19020,128,0.57,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19021,500,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19022,2000,0.287,SSD,,M.2-2280,M.2 (M),Y,,,,
19023,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19024,512,0.211,SSD,,M.2-2280,M.2 (M),Y,3D V-NAND,,,
19025,2000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19026,2000,0.214,SSD,,"2.5""",U.2 (SFF-8639),Y,,,,
19027,128,0.562,SSD,,M.2-2260,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
19028,2000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19029,320,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19030,240,0.829,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19031,600,0.19,15000RPM,16,"3.5""",SAS 6 Gb/s,N,,,,
19032,120,0.483,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,,
19033,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19034,6000,0.059,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19035,10000,0.05,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
19036,320,0.188,7200RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
19037,240,0.167,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19038,240,0.206,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19039,960,0.447,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9187,
19040,250,0.14,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19041,50,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19042,500,0.271,7200RPM,8,"3.5""",PATA 100,N,,,,
19043,500,0.16,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19044,250,,5900RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19045,32,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Varies,
19046,3000,0.054,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19047,5000,0.048,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19048,500,0.086,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19049,4000,,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
19050,1000,0.2,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19051,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19052,3000,0.055,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19053,2000,0.087,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19054,500,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19055,2000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19056,320,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19057,320,0.203,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19058,500,,SSD,128,"3.5""",SATA 3 Gb/s,N,MLC,,Indilinx Barefoot 1,
19059,640,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19060,256,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Samsung MAX,
19061,250,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
19062,160,0.25,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19063,120,4.2,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19064,320,0.156,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
19065,1000,0.21,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19066,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
19067,230,,SSD,,PCI-E,PCIe x4,N,MLC,,Sandforce SF-1222,
19068,120,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MDX,
19069,750,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19070,3000,0.067,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19071,3000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19072,2000,0.042,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19073,512,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MDX,
19074,1000,,7200RPM,16,"3.5""",SAS 6 Gb/s,N,,,,
19075,3000,0.052,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19076,240,1.72,SSD,,PCI-E,PCIe x2,N,MLC,,Sandforce SF-2281,
19077,4000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19078,120,0.75,SSD,256,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Phison PS-3108,
19079,256,0.566,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Silicon Motion SM2246EN,
19080,120,,SSD,256,M.2-2280,M.2 (B+M),N,MLC,,Phison PS-3108,
19081,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Silicon Motion SM2246EN,
19082,256,,SSD,,M.2-2280,M.2 (B+M),N,MLC (synchronous),,Marvell 9189,Y
