PID,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,SSD NAND Flash Type,Hybrid SSD Cache,SSD Controller,Power Loss Protection
19631,800,0.45,SSD,,"2.5""",U.2 (SFF-8639),N,,,,
19632,512,0.401,SSD,,"2.5""",SATA 6 Gb/s,N,,,PHISON PS3110,
19633,8000,0.028,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
19634,3000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19635,500,,7200RPM,16,"3.5""",PATA 100,N,,,,
19636,8000,0.041,7200RPM,256,"3.5""",SAS 6 Gb/s,N,,,,
19637,240,0.396,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19638,480,0.29,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19639,4000,0.055,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19640,1920,0.228,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19641,400,2.385,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19642,1920,0.161,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19643,2000,0.179,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19644,1000,0.7,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19645,4000,0.2,SSD,,M.2-2280,M.2 (E),Y,,,,
19646,450,,10000RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19647,500,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19648,400,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19649,320,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19650,800,,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19651,640,,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19652,750,0.227,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19653,750,,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19654,250,0.34,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19655,160,0.562,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19656,120,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19657,640,0.098,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19658,400,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19659,160,0.375,5400RPM,8,"2.5""",SATA 1.5 Gb/s,N,,,,
19660,500,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19661,160,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19662,500,0.134,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19663,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19664,750,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19665,250,0.42,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19666,500,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19667,250,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19668,250,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19669,60,,SSD,,"2.5""",SATA 3 Gb/s,N,SLC,,Indilinx Barefoot 1,
19670,100,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19671,120,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19672,120,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Indilinx Barefoot 1,
19673,60,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Indilinx Barefoot 1,
19674,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19675,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19676,160,,5900RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19677,750,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19678,1500,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19679,30,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Varies,
19680,256,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Varies,
19681,128,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Toshiba T6UG1XBG,
19682,1000,0.23,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19683,320,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19684,3000,,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19685,750,0.253,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19686,1000,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19687,115,1.696,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19688,500,,5400RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19689,1000,,5400RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19690,240,1.479,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19691,160,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19692,500,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19693,320,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19694,750,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19695,320,0.187,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19696,250,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19697,1500,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19698,750,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19699,60,1.5,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Varies,
19700,160,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19701,320,0.136,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19702,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19703,60,2.583,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
19704,500,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19705,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19706,300,,10000RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19707,250,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19708,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Marvell 9174,
19709,90,1.333,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Varies,
19710,90,1.333,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
19711,320,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19712,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
19713,40,1.874,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
19714,512,1.8,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
19715,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
19716,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19717,500,0.211,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19718,2000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
19719,120,0.667,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Sandforce SF-2281,
19720,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19721,512,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
19722,1000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19723,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19724,320,0.306,5400RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19725,64,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19726,320,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19727,160,0.875,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19728,320,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19729,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
19730,32,,SSD,,"2.5""",SATA 1.5 Gb/s,N,SLC,,N/A,
19731,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Indilinx Everest 2,
19732,180,0.889,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19733,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19734,1600,,SSD,,PCI-E,PCIe x8,N,MLC,,Sandforce SF-2582,Y
19735,512,,SSD,512,PCI-E,PCIe x8,N,MLC,,Indilinx Barefoot 1,
19736,240,,SSD,,PCI-E,PCIe x4,N,MLC (toggle),,Sandforce SF-2281,
19737,120,,SSD,,PCI-E,PCIe x4,N,MLC (asynchronous),,Sandforce SF-2281,
19738,2000,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19739,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19740,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19741,500,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MDX,
19742,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19743,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19744,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19745,480,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
19746,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19747,128,1.055,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,LAMD LM87800,
19748,400,1.103,SSD,,"2.5""",SATA 6 Gb/s,N,HET MLC,,Intel PC29AS21CA,Y
19749,180,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19750,1000,,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
19751,250,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19752,120,1.083,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,LAMD LM87800,
19753,256,1.559,SSD,512,mSATA,mSATA,N,MLC (toggle),,Marvell 9187,
19754,1000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19755,750,,Hybrid,32,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
19756,1500,,5400RPM,64,"2.5""",SATA 3 Gb/s,N,,,,
19757,500,,5400RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19758,1000,,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
19759,600,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Intel PC29AS21CA,Y
19760,3000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19761,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19762,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19763,1500,,5400RPM,8,"2.5""",SAS 3 Gb/s,N,,,,
19764,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19765,500,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19766,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19767,250,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
19768,160,0.732,7200RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
19769,480,0.833,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19770,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19771,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Toshiba TC358790XBG,
19772,120,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Sandforce SF-2281,
19773,60,2.333,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19774,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9187,
19775,300,,SSD,,PCI-E,PCIe x8,N,MLC (synchronous),,Sandforce SF-2282,
19776,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19777,1000,,Hybrid,32,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
19778,100,2.19,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,LAMD LM87800,Y
19779,480,0.109,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
19780,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Intel PC29AS21CA,
19781,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Intel PC29AS21CA,
19782,400,0.497,SSD,,"2.5""",SATA 6 Gb/s,N,eMLC,,Sandforce SF-2582,Y
19783,256,,SSD,,M.2-2280,M.2 (B+M),Y,MLC (toggle),,Marvell 9183,
19784,6000,,5900RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19785,128,,SSD,512,M.2-2280,M.2 (M),Y,MLC (toggle),,Samsung S4LNO53X01,
19786,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Silicon Motion SM2246EN,
19787,480,,SSD,,PCI-E,PCIe x8,N,MLC,,Sandforce SF-2282,
19788,240,,SSD,,PCI-E,PCIe x8,N,MLC,,Sandforce SF-2282,
19789,512,,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
19790,256,,SSD,,M.2-2242,M.2 (B+M),N,MLC (synchronous),,Sandforce SF-2281,
19791,480,0.793,SSD,,M.2-2280,M.2 (B+M),N,MLC,,Marvell 9174,Y
19792,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Indilinx Barefoot 3,
19793,320,0.138,7200RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
19794,160,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19795,1000,,Hybrid,32,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
19796,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Indilinx Barefoot 3,
19797,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,,
19798,6000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19799,480,,SSD,,PCI-E,PCIe x8,N,MLC,,,
19800,4000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19801,500,,Hybrid,,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
19802,1000,,5400RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
19803,800,0.372,SSD,,"2.5""",U.2 (SFF-8639),N,MLC,,,
19804,100,,SSD,,"2.5""",SATA 3 Gb/s,N,,,,
19805,80,,SSD,,"1.8""",SATA 6 Gb/s,N,MLC,,,
19806,300,,SSD,,PCI-E,PCIe x8,N,,,,
19807,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19808,100,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19809,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19810,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
19811,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19812,480,,SSD,,"1.8""",SATA 6 Gb/s,N,,,,
19813,400,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19814,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,,
19815,1800,0.61,10000RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19816,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19817,600,0.308,10000RPM,16,"3.5""",SAS 6 Gb/s,N,,,,
19818,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19819,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19820,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19821,1000,0.094,7200RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19822,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19823,6000,0.043,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19824,180,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19825,2000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19826,4000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19827,120,,SSD,256,"2.5""",SATA 6 Gb/s,N,,,,
19828,480,0.225,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19829,512,0.368,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19830,64,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19831,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19832,5000,0.066,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19833,2000,,SSD,,PCI-E,PCIe x4,N,,,,
19834,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19835,6000,0.208,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19836,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19837,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19838,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19839,240,,SSD,256,"2.5""",SATA 6 Gb/s,N,,,,
19840,6000,0.068,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19841,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19842,240,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19843,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
19844,480,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19845,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19846,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19847,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
19848,128,,SSD,512,PCI-E,PCIe x4,Y,MLC (toggle),,Marvell 88SS1093,
19849,512,,SSD,512,PCI-E,PCIe x4,Y,MLC (toggle),,Marvell 88SS1093,
19850,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,Silicon Motion SM2246EN,
19851,128,,SSD,,PCI-E,PCIe x4,Y,MLC,,,
19852,180,0.554,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19853,480,0.491,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19854,960,0.123,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,,
19855,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
19856,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19857,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19858,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19859,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19860,1000,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19861,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19862,480,0.229,SSD,,M.2-2280,M.2 (M),Y,,,,
19863,240,,SSD,,M.2-2280,M.2 (M),Y,,,,
19864,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19865,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
19866,900,,10520RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19867,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19868,480,,SSD,,M.2-2280,M.2 (M),Y,,,,
19869,500,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19870,250,,SSD,,M.2-2280,M.2 (M),Y,,,,
19871,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19872,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19873,256,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19874,1000,0.105,7200RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
19875,2000,0.086,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19876,320,0.156,5400RPM,,"2.5""",SATA 6 Gb/s,N,,,,
19877,4000,0.045,7200RPM,128,"3.5""",SAS 12 Gb/s,N,,,,
19878,6000,0.058,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19879,1920,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19880,512,,SSD,1024,M.2-2280,M.2 (B+M),N,,,,
19881,1000,0.114,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19882,10000,,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
19883,8000,0.059,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
19884,8000,,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
19885,2000,,SSD,2048,"2.5""",SATA 6 Gb/s,N,,,,
19886,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19887,1000,0.33,SSD,,M.2-2280,M.2 (B+M),N,,,,
19888,512,,SSD,,M.2-2280,M.2 (B+M),N,,,,
19889,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
19890,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19891,250,0.56,SSD,,M.2-2280,M.2 (M),Y,,,,
19892,960,0.311,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19893,240,0.912,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19894,128,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19895,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19896,480,0.327,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19897,960,0.263,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19898,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19899,240,1.972,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19900,800,0.811,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19901,3200,,SSD,,PCI-E,PCIe x8,Y,,,,
19902,1024,,SSD,,M.2-2280,M.2 (M),Y,,,,
19903,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19904,1000,0.112,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19905,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19906,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19907,1000,,SSD,1024,M.2-2280,M.2 (M),Y,,,,
19908,1600,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19909,480,0.561,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19910,250,0.184,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19911,120,0.33,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19912,500,0.18,SSD,,M.2-2280,M.2 (M),Y,,,,
19913,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19914,480,0.11,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19915,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19916,960,,SSD,,M.2-22110,M.2 (M),Y,,,,
19917,240,0.364,SSD,,M.2-2280,M.2 (B+M),N,,,,
19918,960,0.131,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19919,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
19920,960,0.099,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19921,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19922,500,,SSD,,M.2-2280,M.2 (M),Y,,,,
19923,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19924,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
19925,1000,0.149,7200RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19926,1000,0.15,SSD,,M.2-2280,M.2 (E),Y,,,,
19927,12000,0.04,7200RPM,256,"3.5""",SAS 12 Gb/s,N,,,,
19928,2000,0.17,SSD,,M.2-2280,M.2 (M),Y,,,,
19929,1920,0.677,SSD,,"2.5""",SAS 12 Gb/s,N,,,,
19930,500,0.4,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19931,400,,SSD,,PCI-E,PCIe x4,N,MLC,,,
19932,256,0.76,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19933,12000,0.032,7200RPM,256,"3.5""",SAS 12 Gb/s,N,,,,
19934,300,0.233,10000RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19935,256,0.23,SSD,512,"2.5""",SATA 6 Gb/s,N,,,,
19936,500,0.124,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19937,1000,0.153,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19938,2000,,SSD,,M.2-2280,M.2 (M),Y,,,,
19939,160,0.281,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
19940,300,0.4,10000RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19941,120,2.916,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Varies,
19942,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Sandforce SF-2281,
19943,250,0.182,5400RPM,16,"1.8""",Micro SATA 3 Gb/s,N,,,,
19944,600,0.575,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
19945,3000,0.047,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19946,30,,SSD,,mSATA,mSATA,N,MLC (synchronous),,Sandforce SF-2281,
19947,2000,,7200RPM,128,"3.5""",SAS 6 Gb/s,N,,,,
19948,240,0.787,SSD,,mSATA,mSATA,N,MLC (synchronous),,Marvell 9187,Y
19949,180,1.278,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
19950,256,0.586,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Toshiba TC358790XBG,
19951,6000,0.065,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
19952,800,0.436,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19953,6000,0.05,7200RPM,128,"3.5""",SAS 12 Gb/s,N,,,,
19954,80,0.499,5400RPM,8,"2.5""",PATA 100,N,,,,
19955,8000,0.038,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19956,960,,SSD,,M.2-2280,M.2 (M),Y,,,,
19957,2000,0.149,7200RPM,128,"2.5""",SAS 12 Gb/s,N,,,,
19958,4000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
19959,500,0.136,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
19960,750,0.081,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19961,500,0.105,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19962,750,0.143,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19963,750,0.333,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
19964,640,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
19965,1500,0.117,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
19966,120,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
19967,640,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19968,160,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
19969,2000,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
